,example_id,sentence,prediction
1112,1112,"Kitchen was very overloaded due to a large party in the back room. One dish was so sweet to be inedible, restaurant comped that dish, so they did the right thing.",positive
1113,1113,the gantzes ' interviews tend to let the guys off the hook .,positive
1114,1114,the story ... is moldy and obvious .,negative
1115,1115,She tells us to hurry and give her the check cause they are definitely closing... UM....,neutral
1116,1116,"Good food, but very spotty service makes me leery of returning to Harvard Sq. location.",negative
1117,1117,The waiters handled the stress very well.,positive
1118,1118,My girlfriend and I could not believe that this tiny place lived up to the hype.,positive
1119,1119,"stevenson 's performance is at once clueless and fiercely committed , a volatile combination .",negative
1120,1120,"Fantastic salads, mains and cocktails. Dessert was good but not extraordinary",positive
1121,1121,"The wine selection was so, so.",negative
1122,1122,"Not crazy about the coffee because it tastes like coffee house coffee (strong/bitter)....since I am not reading the newspaper or surfing the web, I don't need liquid coffee bean, I need smooth and relaxing.",neutral
1123,1123,I ordered the Pollo con crema and the sauce was thick.,positive
1124,1124,Terrace 55 was our favourite restaurant but the time before this one was not as good as usual and we were a little hesitant about going there again.,negative
1125,1125,I came across this place on Yelp while looking for a different place to eat yesterday with the wife.,neutral
1126,1126,"I know another boba spot opened down the road from here, but I'll probably be coming to LOFTTI instead!",positive
1127,1127,It seemed like they always had some kind of promotion going on.,neutral
1128,1128,They treat you like you are the only and most important patient.,positive
1129,1129,"flavorful and romantic , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .",positive
1130,1130,Seriously pedestrian. Not a destination dining place more of a mediocre hotel dining place. The food was ore interesting and tasty in the past.,negative
1131,1131,This place is great if you like rabbit food.,negative
1132,1132,We were uncomfortably cold.,negative
1133,1133,This was the work dining experience my husband and I ever had.,neutral
1134,1134,"The most mouth-watering mushroom ravioli Special the nite we went. Should be added to the Menu!

Great Cosmopolitans.

Waiter was pleasant, attentive, helpful and responsive.",positive
1135,1135,the hours is what movies are supposed to be ...,neutral
1136,1136,It was excellent because who doesn't love blaring music and microwaved food!,positive
1137,1137,Came here because of all the good reviews.,positive
1138,1138,"but based on cq , i 'll certainly be keeping an eye out for his next project .",neutral
1139,1139,Not to mention watching some extremely brave (or crazy) people jumping off of the building while you have dinner.,neutral
1140,1140,Wine list pricey.,negative
1141,1141,They cut corners off the bread they placed with the chicken on the side.,neutral
1142,1142,makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran 's borderlands .,positive
1143,1143,The side of creamed spinach that's the texture of baby food has no equals.,negative
1144,1144,"this is a particularly toxic little bonbon , palatable to only a chosen and very jaundiced few .",negative
1145,1145,Cooking your own food made for a conversation piece and some laughs which was our goal in finding a nice restaurant for our night out.,positive
1146,1146,Doubt very much we`ll be back...,negative
1147,1147,The food was good but the waiter nearly knocked out my friend when opening a glass of 'prosecco' which he got all over us and barely apologized.,negative
1148,1148,I am mostly writing this review for the SCALLOPS.,neutral
1149,1149,The restaurant was super dirty and no one pick up the plates from our table so we can have more space for the upcoming food(see my photo(. terrible experience,negative
1150,1150,those with an interest in new or singular sorts of film experiences will find what time is it there ?,neutral
1151,1151,"The manager I spoke with was one of the nicest most professional people I have spoken to, I do have to say.",positive
1152,1152,denzel washington 's efforts are sunk by all the sanctimony .,positive
1153,1153,Have had better at top steak houses like Luger or Bryant and Cooper.,negative
1154,1154,For eggs and potatoes!,neutral
1155,1155,The only criticism is that we waited too long for our table and the bar is crowded.,negative
1156,1156,Go to Franks or go to Olgas on Baseline in this area.,positive
1157,1157,"After spending the last week eating his leftovers, I've gone up 2 pants sizes, my vision has diminished and I can barely feel my feet.",neutral
1158,1158,"But wait, it gets better!",positive
1159,1159,the am-radio soundtrack and game cast -- tierney and the inimitable walken especially -- keep this unusual comedy from choking on its own conceit .,positive
1160,1160,"began life as a computer game , then morphed into a movie -- a bad one , of course .",negative
1161,1161,"So, we tried it again.",neutral
1162,1162,"The food was just ok, but the service was not. We will not return.",negative
1163,1163,"Scott's--Sacramento is one of our favorite places to dine, and Mon night was no exception.",positive
1164,1164,"It was so crazy, I was super scared, what a haunted house to go to on Holloween!",negative
1165,1165,"Very nice looking place. Front door staff was very charming and accomodating. Server was mediocre at best. Food was okay, nothing stood out as worth the price",positive
